NOUN	NOUN_weight	PROPN	PROPN_weight	VERB	VERB_weight	KeyBert	KeyBert_weight
right	0.5026239067055394	gdpr	0.0495626822157434	object	0.5072886297376094	object	0.6693877551020408
processing	0.4513119533527697	article	0.0268221574344023	process	0.153935860058309	right	0.5591836734693878
datum	0.363265306122449	personal	0.0192419825072886	base	0.0793002915451895	processing	0.4857142857142857
information	0.239067055393586	eu	0.0174927113702623	relate	0.071137026239067	personal	0.4693877551020408
time	0.1854227405247813	european economic area	0.0087463556851311	ask	0.0705539358600583	datum	0.3795918367346939
ground	0.1049562682215743	switzerland	0.0081632653061224	withdraw	0.0594752186588921	information	0.2612244897959184
interest	0.0973760932944606	general data protection regulation	0.0058309037900874	use	0.0524781341107871	process	0.2204081632653061
consent	0.0932944606413994	united kingdom	0.0058309037900874	restrict	0.0495626822157434	use	0.1877551020408163
use	0.0909620991253644	google analytics	0.0046647230320699	contact	0.0478134110787172	time	0.1836734693877551
object	0.0862973760932944	google	0.0046647230320699	opt	0.0460641399416909	marketing	0.1510204081632653
marketing	0.0810495626822157	netmarble	0.0040816326530612	include	0.0437317784256559	purpose	0.1387755102040816
purpose	0.0752186588921282	uber	0.0034985422740524	override	0.0373177842565597	legitimate	0.1224489795918367
situation	0.0653061224489796	protection	0.0034985422740524	prevent	0.032069970845481	base	0.1061224489795918
marketing purpose	0.0577259475218658	data	0.0034985422740524	share	0.0303206997084548	direct	0.1061224489795918
user	0.0501457725947521	analytics	0.0034985422740524	delete	0.0285714285714285	consent	0.1061224489795918
basis	0.0448979591836734	european	0.0034985422740524	concern	0.0285714285714285	ground	0.0979591836734693
profiling	0.0431486880466472	economic	0.0034985422740524	stop	0.0279883381924198	ask	0.073469387755102
objection	0.0396501457725947	area	0.0034985422740524	provide	0.027405247813411	particular	0.073469387755102
service	0.039067055393586	jaumos	0.0029154518950437	exercise	0.027405247813411	legal	0.0693877551020408
circumstance	0.036734693877551	mopubs	0.0029154518950437	want	0.0244897959183673	relate	0.0693877551020408
section	0.0338192419825072	mopub partners	0.0029154518950437	refuse	0.0227405247813411	withdraw	0.0653061224489796
data	0.032069970845481	united states	0.0029154518950437	decide	0.0198250728862973	user	0.0653061224489796
browser	0.0291545189504373	paypal	0.0029154518950437	obtain	0.0186588921282798	situation	0.0653061224489796
art	0.0285714285714285	digital advertising alliances	0.0029154518950437	permit	0.0169096209912536	gdpr	0.0612244897959183
setting	0.0262390670553935	overmobile	0.0029154518950437	cease	0.0169096209912536	restrict	0.0612244897959183
cookie	0.025072886297376	privacy protection department	0.0029154518950437	limit	0.0163265306122449	data	0.0571428571428571
freedom	0.0244897959183673	icbc mobile banking	0.0029154518950437	know	0.0163265306122449	contact	0.0571428571428571
device	0.0233236151603498	personal data	0.0029154518950437	send	0.0163265306122449	opt	0.0530612244897959
article	0.0209912536443148	twitter	0.0029154518950437	collect	0.0163265306122449	article	0.0489795918367346
f	0.0209912536443148	advertising id	0.0029154518950437	disable	0.0157434402332361	include	0.0489795918367346
accordance	0.0204081632653061	google android	0.0029154518950437	carry	0.0157434402332361	basis	0.0448979591836734
reason	0.0204081632653061	apple ios	0.0029154518950437	give	0.0157434402332361	objection	0.0448979591836734
case	0.0204081632653061	fireproof	0.0029154518950437	request	0.0157434402332361	service	0.0448979591836734
balancing	0.0204081632653061	flurry analytics	0.0023323615160349	let	0.0157434402332361	profiling	0.0448979591836734
party	0.0163265306122449	privacy policy	0.0023323615160349	oppose	0.0151603498542274	browser	0.0408163265306122
law	0.0163265306122449	gdpr article	0.0023323615160349	store	0.0145772594752186	setting	0.0408163265306122
verification	0.0163265306122449	legal	0.0023323615160349	change	0.0145772594752186	21	0.0408163265306122
addition	0.0163265306122449	section ii.i.1.d	0.0023323615160349	continue	0.0139941690962099	stop	0.0408163265306122
type	0.0163265306122449	facebook google	0.0023323615160349	process base	0.0139941690962099	section	0.0408163265306122
restriction	0.0163265306122449	java	0.0023323615160349	revoke	0.0128279883381924	override	0.0408163265306122
detail	0.0157434402332361	regulation	0.0023323615160349	accept	0.0122448979591836	exercise	0.0408163265306122
request	0.0151603498542274	general	0.0023323615160349	describe	0.0122448979591836	circumstance	0.036734693877551
advertising	0.0134110787172011	united	0.0023323615160349	agree	0.0122448979591836	certain	0.036734693877551
decision	0.0128279883381924	kingdom	0.0023323615160349	choose	0.0122448979591836	concern	0.036734693877551
process	0.0128279883381924	advertising	0.0023323615160349	note	0.0116618075801749	delete	0.0326530612244898
point	0.0122448979591836	privacy	0.0023323615160349	inform	0.0116618075801749	prevent	0.0326530612244898
extent	0.0122448979591836	personal information	0.0017492711370262	enable	0.0116618075801749	share	0.0326530612244898
provision	0.0122448979591836	flurry	0.0017492711370262	entitle	0.0110787172011661	advertising	0.0326530612244898
disclosure	0.0122448979591836	states	0.0011661807580174	automate	0.0099125364431486	request	0.0326530612244898
claim	0.0122448979591836	partners	0.0011661807580174	stop process	0.0087463556851311	art	0.0285714285714285
order	0.0116618075801749	mopub	0.0011661807580174	wish	0.0081632653061224	provide	0.0285714285714285
mail	0.0104956268221574	digital	0.0011661807580174	mean	0.0081632653061224	cookie	0.0285714285714285
procedure	0.0099125364431486	alliances	0.0011661807580174	need	0.0081632653061224	device	0.0285714285714285
collection	0.0093294460641399	policy	0.0011661807580174	visit	0.0081632653061224	public	0.0244897959183673
advertising experience	0.0087463556851311	department	0.0011661807580174	like	0.0081632653061224	want	0.0244897959183673
data subject	0.0087463556851311	icbc	0.0011661807580174	explain	0.0081632653061224	freedom	0.0244897959183673
e	0.0087463556851311	mobile	0.0011661807580174	affect	0.0081632653061224	refuse	0.0244897959183673
ofinterest rule	0.0087463556851311	banking	0.0011661807580174	consent	0.0081632653061224	eu	0.0244897959183673
interest right	0.0087463556851311	section	0.0011661807580174	meet	0.0081632653061224	accordance	0.0204081632653061
advertisement	0.0081632653061224	ii.i.1.d	0.0011661807580174	allow	0.0081632653061224	permit	0.0204081632653061
