NOUN	NOUN_weight	PROPN	PROPN_weight	VERB	VERB_weight	KeyBert	KeyBert_weight
information	0.3838332486019318	personal	0.0274529740721911	delete	0.3324860193187595	personal	0.494661921708185
datum	0.327910523640061	gdpr	0.025419420437214	request	0.1916624300965938	information	0.4644128113879003
right	0.2740213523131672	article	0.0195729537366548	correct	0.1408235892221657	delete	0.3683274021352313
account	0.1532791052364006	data	0.0139806812404677	access	0.1298932384341637	datum	0.3576512455516014
time	0.0986273512963904	personal data	0.0104219623792577	update	0.1154041687849517	right	0.298932384341637
erasure	0.0711743772241993	personal information	0.0094051855617691	change	0.0920183019827148	request	0.2348754448398576
service	0.0699034062023385	privacy policy	0.0078800203355363	provide	0.0915099135739705	account	0.2117437722419929
rectification	0.0564311133706151	information	0.0078800203355363	erase	0.078037620742247	correct	0.2081850533807829
deletion	0.0516014234875444	doubleugames	0.0061006609049313	contact	0.0699034062023385	access	0.2010676156583629
setting	0.0488052872394509	privacy	0.005592272496187	ask	0.0676156583629893	update	0.1886120996441281
data	0.0462633451957295	switzerland	0.0053380782918149	remove	0.0607524148449415	change	0.1209964412811387
user	0.0439755973563802	account	0.0050838840874428	rectify	0.0584646670055922	data	0.099644128113879
access	0.0434672089476359	facebook	0.0050838840874428	hold	0.0538891713268937	setting	0.097864768683274
processing	0.0401626842907981	eea	0.0048296898830706	collect	0.0485510930350788	time	0.096085409252669
update	0.0386375190645653	uber	0.0045754956786985	modify	0.0411794611082867	provide	0.092526690391459
correction	0.0386375190645653	profile	0.0043213014743263	want	0.038129130655821	erasure	0.0871886120996441
request	0.0355871886120996	dpo	0.0040671072699542	process	0.0360955770208439	erase	0.0854092526690391
app	0.0343162175902389	policy	0.0040671072699542	store	0.0338078291814946	contact	0.0818505338078291
change	0.0310116929334011	jaumo	0.0038129130655821	use	0.0317742755465175	use	0.0818505338078291
consent	0.0299949161159125	european economic area	0.0038129130655821	wish	0.0302491103202846	inaccurate	0.0782918149466192
section	0.0294865277071682	united kingdom	0.0038129130655821	review	0.0294865277071682	service	0.0747330960854092
account setting	0.0269445856634468	duolingo	0.0038129130655821	log	0.0284697508896797	rectify	0.0729537366548042
accordance	0.0261820030503304	terms	0.0035587188612099	edit	0.0284697508896797	email	0.0729537366548042
email	0.0261820030503304	services	0.0035587188612099	object	0.0277071682765632	ask	0.0676156583629893
circumstance	0.0244026436197254	section	0.0035587188612099	withdraw	0.0274529740721911	rectification	0.0658362989323843
purpose	0.0244026436197254	bdsg	0.0035587188612099	restrict	0.0256736146415861	remove	0.0640569395017793
profile	0.0210981189628876	union	0.0035587188612099	concern	0.0233858668022369	deletion	0.0604982206405693
delay	0.0208439247585155	livu	0.0030503304524656	email	0.0213523131672597	certain	0.0569395017793594
law	0.0198271479410269	sns	0.0030503304524656	like	0.0193187595322826	hold	0.0569395017793594
obligation	0.0198271479410269	settings	0.0030503304524656	require	0.0188103711235383	incomplete	0.0533807829181494
case	0.0177935943060498	google	0.0030503304524656	retain	0.0188103711235383	user	0.0516014234875444
use	0.0177935943060498	netflix	0.0030503304524656	obtain	0.0185561769191662	modify	0.0516014234875444
website	0.0172852058973055	flaregames	0.0027961362480935	believe	0.0175394001016776	profile	0.0516014234875444
reason	0.0170310116929334	playdemic	0.0027961362480935	send	0.0172852058973055	long	0.0516014234875444
date	0.0165226232841891	general data protection regulation	0.0025419420437214	note	0.0167768174885612	collect	0.0498220640569395
system	0.0144890696492119	advertising demand partner	0.0025419420437214	amend	0.0165226232841891	review	0.0480427046263345
page	0.0144890696492119	amino	0.0025419420437214	receive	0.0160142348754448	section	0.0480427046263345
instruction	0.0142348754448398	twitter	0.0025419420437214	follow	0.0152516522623284	edit	0.0480427046263345
game	0.0132180986273512	dingtone	0.0025419420437214	associate	0.0152516522623284	correction	0.0444839857651245
address	0.0129639044229791	contact	0.0025419420437214	include	0.0152516522623284	processing	0.0444839857651245
ground	0.0124555160142348	member state	0.0025419420437214	complete	0.0144890696492119	process	0.0409252669039145
accuracy	0.0122013218098627	id	0.0022877478393492	verify	0.0142348754448398	app	0.0409252669039145
controller	0.0111845449923741	publisher partner	0.0022877478393492	need	0.0142348754448398	want	0.0391459074733096
basis	0.010930350788002	mobile war	0.0022877478393492	exercise	0.0139806812404677	incorrect	0.0373665480427046
article	0.0106761565836298	tgtg account	0.0022877478393492	apply	0.0139806812404677	necessary	0.0373665480427046
record	0.0106761565836298	protection	0.0020335536349771	demand	0.0134722928317234	make	0.0373665480427046
relation	0.0106761565836298	european	0.0020335536349771	submit	0.0134722928317234	legal	0.0373665480427046
child	0.0106761565836298	economic	0.0020335536349771	supplement	0.0134722928317234	store	0.0355871886120996
inaccuracy	0.0104219623792577	area	0.0020335536349771	erasure	0.0129639044229791	object	0.0355871886120996
device	0.0104219623792577	united	0.0020335536349771	make	0.0129639044229791	restrict	0.0338078291814946
restriction	0.0101677681748856	instagram	0.0017793594306049	manage	0.0119471276054905	log	0.0320284697508896
application	0.0096593797661413	imo	0.0017793594306049	base	0.0111845449923741	consent	0.0320284697508896
addition	0.0094051855617691	huuugegroup	0.0017793594306049	forget	0.0111845449923741	article	0.0302491103202846
customer	0.0094051855617691	tgtg	0.0017793594306049	comply	0.0104219623792577	directly	0.0302491103202846
way	0.0088967971530249	r2games	0.0015251652262328	visit	0.0104219623792577	wish	0.0302491103202846
account information	0.0088967971530249	tandem	0.0015251652262328	view	0.0101677681748856	gdpr	0.0284697508896797
compliance	0.0088967971530249	webmartgroup	0.0015251652262328	relate	0.0099135739705134	page	0.0284697508896797
content	0.0086426029486527	findnow	0.0015251652262328	share	0.0088967971530249	withdraw	0.0284697508896797
detail	0.0086426029486527	customer	0.0015251652262328	specify	0.0088967971530249	purpose	0.0284697508896797
registration	0.0086426029486527	medium	0.0015251652262328	add	0.0088967971530249	concern	0.0266903914590747
email address	0.0086426029486527	nhn	0.0015251652262328	explain	0.0086426029486527	accordance	0.0266903914590747
object	0.0086426029486527	neptune	0.0015251652262328	entitle	0.0081342145399084	privacy	0.0266903914590747
interest	0.0081342145399084	applicationsor	0.0015251652262328	continue	0.0078800203355363	address	0.0266903914590747
profile information	0.0076258261311642	information society	0.0015251652262328	go	0.0076258261311642	circumstance	0.0249110320284697
tool	0.0076258261311642	kingdom	0.0015251652262328	contain	0.0071174377224199	obligation	0.0249110320284697
art	0.0071174377224199	lingodeer	0.0012709710218607	desire	0.0068632435180477	identifiable	0.0231316725978647
option	0.0071174377224199	metros privacy officer	0.0012709710218607	close	0.0068632435180477	demand	0.0213523131672597
server	0.0071174377224199	flow	0.0012709710218607	allow	0.0068632435180477	game	0.0213523131672597
-url-	0.0071174377224199	tandems	0.0012709710218607	register	0.0066090493136756	complete	0.0213523131672597
dispute	0.0071174377224199	game	0.0012709710218607	notify	0.0066090493136756	applicable	0.0213523131672597
block	0.0071174377224199	personal data request portal	0.0012709710218607	access modify	0.0063548551093035	legitimate	0.0213523131672597
ability	0.0071174377224199	personal information protection act	0.0012709710218607	identify	0.0063548551093035	amend	0.0213523131672597
parent	0.0071174377224199	llc	0.0012709710218607	oppose	0.0063548551093035	delay	0.0195729537366548
control	0.0071174377224199	app	0.0012709710218607	access edit	0.0063548551093035	obtain	0.0195729537366548
interaction	0.0071174377224199	united states	0.0012709710218607	review update	0.0063548551093035	require	0.0195729537366548
claim	0.0071174377224199	geozilla	0.0012709710218607	enable	0.0053380782918149	law	0.0195729537366548
contact	0.0063548551093035	healthvault	0.0012709710218607	enter	0.0053380782918149	exercise	0.0195729537366548
contact information	0.0061006609049313	facebook settings	0.0012709710218607	seek	0.0053380782918149	following	0.0195729537366548
business	0.0061006609049313	icbc	0.0012709710218607	inform	0.0053380782918149	like	0.0195729537366548
photo	0.0058464667005592	tantan	0.0012709710218607	keep	0.0053380782918149	website	0.0195729537366548
menu	0.0058464667005592	nova geims ooo	0.0012709710218607	learn	0.0053380782918149	personally	0.0195729537366548
member	0.0058464667005592	privacy settings	0.0012709710218607	deactivate	0.0053380782918149	policy	0.0177935943060498
entry	0.0053380782918149	telegram	0.0012709710218607	maintain	0.0053380782918149	unless	0.0177935943060498
respect	0.0053380782918149	privacy policy administrator	0.0012709710218607	create	0.0053380782918149	case	0.0177935943060498
avatar	0.0053380782918149	periscope	0.0012709710218607	sign	0.0050838840874428	send	0.0177935943060498
product	0.0053380782918149	grab	0.0012709710218607	click	0.0050838840874428	support	0.0177935943060498
instance	0.0053380782918149	data protection officer	0.0012709710218607	replace	0.0048296898830706	retain	0.0177935943060498
data controller	0.0053380782918149	huuuge games sp	0.0012709710218607	stop	0.0048296898830706	controller	0.0177935943060498
company	0.0053380782918149	homa	0.0012709710218607	override	0.0048296898830706	date	0.0177935943060498
age	0.0053380782918149	ironhide	0.0012709710218607	revise	0.0045754956786985	note	0.0177935943060498
modification	0.0053380782918149	flash	0.0012709710218607	give	0.0045754956786985	believe	0.0177935943060498
provision	0.0053380782918149	metro	0.0012709710218607	delete object	0.0040671072699542	reason	0.0160142348754448
order	0.0053380782918149	partner	0.0012709710218607	access update	0.0038129130655821	associate	0.0160142348754448
support	0.0053380782918149	account settings	0.0010167768174885	view update	0.0038129130655821	subject	0.0160142348754448
error	0.0053380782918149	european economic area canada costa rica	0.0010167768174885	review edit	0.0038129130655821	receive	0.0160142348754448
approach	0.0053380782918149	company	0.0010167768174885	access rectify	0.0038129130655821	16	0.0142348754448398
clause	0.0053380782918149	customer support	0.0010167768174885	select	0.0038129130655821	follow	0.0142348754448398
defense	0.0053380782918149	keeper security	0.0010167768174885	load	0.0035587188612099	verify	0.0142348754448398
