6	Right to Rectify 
6	According to article 16 of the General Data Protection Regulation ( GDPR ) you are entitled to demand of us to rectify any incorrect personal data concerning you with no delay . 
6	You have the right to demand of us to delete your personal data with no delay . 
6	You have the right to request to review , correct , update or delete inaccuracies to certain information about you that we keep on file by logging into your account to update your relevant information 
6	Right to have your data deleted in accordance with Art 
6	you can contact us if you want us to delete certain data that we have stored about you , please load Terms & Privacy from your Game settings and follow instructions in section request Personal Data to be removed in Privacy Policy ( available to EEA-based users only ) ) 
6	Right to rectification : You have the right to modify and update your personal data when incorrect data are being used . 
6	Right to removal : You have the right to delete all personal data that have been gathered . 
6	Therefore , the right to access , the right to erasure , the right to rectification and the right to data portability can not be enforced after expiration of the retention period . 
6	Users have the right to verify the accuracy of their Data and ask for it to be updated or corrected . 
6	Have their Personal Data deleted or otherwise removed 
6	Users have the right , under certain circumstances , to obtain the erasure of their Data from the Owner . 
6	Request erasure of your personal data : This enables you to ask us to delete or remove personal data where there is no good reason for us continuing to process it 
6	You also have the right to ask us to delete or remove your personal data where you have successfully exercised your right to object to processing ( see below ) , where we may have processed your information unlawfully or where we are required to erase your personal data to comply with local law 
6	18.2 Right to correction : If the information we have collected from you is incorrect or incomplete , you may immediately request us to correct it in accordance with Article 16 of the GDPR . 
6	1 GDPR applies , you can request us to delete your personal data immediately , unless there is an exception to the deletion obligation in accordance with Article 17 para 
6	Insofar as the user changes or corrects the information provided by him and thereby deletes old entries , these data previously entered by him will be irreversibly and completely deleted 
6	An application for correction or deletion is not necessary in this respect 
6	Notwithstanding this , the user has the right at any time to demand the correction of inaccurate data stored about him at JAUMO 
6	The easiest way for the user is to change his entries himself 
6	If the user finally deletes his entire profile and thus terminates his membership with JAUMO , all data previously entered by him in his profile will be completely deleted 
6	Excluded from the deletion are the duration of the membership , if necessary the reason for the termination of the membership as well as anonymous statistical data about the previous user behaviour 
6	Irrespective of this , the user has the right at any time to request the deletion of all personal data collected by him which is stored about him at JAUMO 
6	The easiest option for the user is to delete his entries himself , even in this case . 
6	You can always change or replace your name and avatar within the App settings . 
6	You can either exercise your rights by deleting certain features through your device or by emailing us at -Email- to exercise all the other rights . 
6	When using our products and services , you can always manage , review and update information in your account , for instance , you can manage your personal information at any time , such as your Keep ID and photo . 
6	You can also remove or delete content from your account or entirely delete your whole Keep account . 
6	c ) right to correction if your personal data is not complete or accurate ; 
6	Where applicable , we will delete your personal data upon your request . 
6	update or to delete the information we have on you 
6	Whenever made possible , you can access , update or request deletion of your Personal Data 
6	You have the right to delete your personal data by sending an email requesting so to -Email- 
6	You can edit your personal data at any time within the Apps profile page 
6	This notwithstanding , the user has the right at all times to demand the correction of any inaccurate data concerning him/her stored with LingoDeer 
6	You may correct , update and delete your registration account 
6	You can access or delete your personal data 
6	Delete Data : You can ask us to erase or delete all or some of your personal data ( e.g. , if it is no longer necessary to provide Services to you ) . 
6	Change or Correct Data : You can edit some of your personal data through your account . 
6	Where we rely on your consent to process personal data , you have the right to withdraw or decline your consent at any time and where we rely on legitimate interests , you have the right to object 
6	If you do not want LivU to store this information , you may opt-out through your account settings in the LivU application at any time 
6	You control your Profile and you can access and modify your Profile from the LivU application at any time . 
6	In accordance with Article 16 of the GDPR , you have the right to correct and/or complete your data vis -- vis the responsible party if the personal data processed concerning you is incorrect or incomplete 
6	You may access , modify or delete ( subject to applicable law ) the personal information associated with your use of our services at any time by updating your My Account information by navigating to my.malwarebytes.com , signing into your account and updated your personal information 
6	If you want us to delete your personal information , your forum account , or your support account , please contact us at -Email- with your request 
6	You can review and revise your profile information at any time 
6	You should only delete your account if you are certain you never want to restore it . 
6	You can change your display name and avatar at any time 
6	You can easily delete your data in the settings for your account 
6	erase your personal data 
6	You also have the right to instruct us to correct any personal data that is inaccurate . 
6	Lastly , you have the right to ask us to erase your personal data , if there are no legal reasons for us to retain it ( such as freedom of expression , legal requirements , public interest or if required as evidence in legal disputes ) and one of the following reasons applies : 
6	If you would like to seek access to Personal Information that Metro may have about you or update that information then please contact the Metro department that collected your information in the first instance or write to Metros Privacy Officer via the details set out below 
6	If you are unable to change your Personal Data , please contact us to make the required changes 
6	If you wish to be informed what Personal Data we hold about you and if you want it to be removed from our systems , please contact us 
6	To rectify any Personal Data held about you that is inaccurate 
6	To request the deletion of Personal Data held about you 
6	modify personal data you have provided to us in association with your Publisher Partner or Advertising Demand Partner account . 
6	Registered persons are free to change the personal data specified during the registration at any time , or to have them completely deleted from the data stock of the controller 
6	In addition , the data controller shall correct or erase personal data at the request or indication of the data subject , insofar as there are no statutory storage obligations 
6	the existence of the right to request from the controller rectification or erasure of personal data , or restriction of processing of personal data concerning the data subject , or to object to such processing ; 
6	c ) Right to rectification 
6	If a data subject wishes to exercise this right to rectification , he or she may , at any time , contact any employee of the controller . 
6	Each data subject shall have the right granted by the European legislator to obtain from the controller the erasure of personal data concerning him or her without undue delay , and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies , as long as the processing is not necessary 
6	You can edit or delete your data at any time 
6	Right to Erasure - You have the right to request us to destroy personal information without undue delay 
6	Accessing , correcting , and deleting your information 
6	If your personal information has changed , or if you do not need our services , you can update , correct , delete inaccurate information , or delete your personal information in your account settings or by contacting us 
6	You can delete or modify the submitted data using your profile page 
6	You can disconnect your devices from My Flow , and delete your data through the applications Settings menu 
6	delete any of your personal data that we might possess 
6	Right to correct your data in accordance with Art 
6	you can contact us if your email address has been changed and we should replace your old email address ) 
6	You may update or correct your account information at any time by logging in to your account 
6	You may edit or delete the answers that you post at any time 
6	Accessing and Updating Your Personal Information 
6	R2Games will do everything in our power by using the appropriate technologies to ensure that you can access , update , and revise your registration information , or to use other personal information provided by R2Games ' Services . 
6	You can modify , change , update , or delete your personal information at any time 
6	Should your information appear to be incorrect , incomplete or irrelevant , then you can make an additional request to have your details changed or supplemented . 
6	or to delete your personal data 
6	Right to rectification : We are required to rectify inaccurate personal data , or to complete personal data that is incomplete , on request . 
6	Right to erasure ( right to be forgotten ) : We are in some circumstances required to erase Your personal data on Your request . 
6	Right to be forgotten : In certain circumstances you may request the erasure of your personal data 
6	If you want any information about you which we store to be erased , please contact us using the contact information below 
