NOUN	NOUN_weight	PROPN	PROPN_weight	VERB	VERB_weight	KeyBert	KeyBert_weight
copy	0.4693877551020408	personal data	0.0494092373791621	request	0.2986036519871106	personal	0.6240601503759399
right	0.4489795918367347	gdpr	0.0472610096670247	provide	0.2685284640171858	copy	0.4887218045112781
datum	0.4414607948442535	personal	0.0472610096670247	receive	0.2352309344790547	right	0.4812030075187969
information	0.3243823845327604	data	0.0365198711063372	transmit	0.1493018259935553	datum	0.4736842105263157
machine	0.2696025778732546	article	0.033297529538131	ask	0.117078410311493	information	0.3834586466165413
format	0.2524167561761546	personal information	0.0182599355531686	hold	0.1063372717508055	request	0.3609022556390977
controller	0.1364124597207304	information	0.0128893662728249	transfer	0.0998925886143931	data	0.3533834586466165
data portability	0.1213748657357679	uber	0.0118152524167561	process	0.0998925886143931	format	0.3007518796992481
processing	0.1041890440386681	duolingo	0.0107411385606874	obtain	0.0687432867883995	readable	0.3007518796992481
portability	0.0827067669172932	account	0.0085929108485499	send	0.0601503759398496	machine	0.2932330827067669
data	0.0827067669172932	google account	0.0085929108485499	base	0.0537056928034371	provide	0.2781954887218045
service	0.0687432867883995	para	0.0075187969924812	concern	0.0461868958109559	use	0.2481203007518796
consent	0.0601503759398496	doubleugames	0.0075187969924812	use	0.0461868958109559	receive	0.2481203007518796
request	0.0526315789473684	state	0.0075187969924812	correct	0.0429645542427497	structured	0.225563909774436
party	0.0451127819548872	llc	0.0064446831364124	contact	0.0408163265306122	portability	0.2105263157894736
mean	0.0429645542427497	webmartgroup	0.0064446831364124	like	0.0365198711063372	controller	0.1804511278195488
data controller	0.037593984962406	lingodeer	0.0053705692803437	entitle	0.0354457572502685	commonly	0.1729323308270676
contract	0.0354457572502685	carly solutions gmbh co kg	0.0053705692803437	access	0.0354457572502685	transmit	0.1578947368421052
provider	0.0354457572502685	general data protection regulation	0.0053705692803437	delete	0.0311493018259935	ask	0.1278195488721804
form	0.0311493018259935	personal data request portal	0.0053705692803437	collect	0.0311493018259935	service	0.112781954887218
law	0.0300751879699248	twitter	0.0053705692803437	export	0.029001074113856	transfer	0.1052631578947368
accordance	0.0300751879699248	periscope	0.0053705692803437	follow	0.029001074113856	processing	0.1052631578947368
time	0.0300751879699248	yumobi tekhnolodzhi ooo	0.0053705692803437	undergo	0.0279269602577873	process	0.1052631578947368
inaccuracy	0.0300751879699248	california civil code	0.0053705692803437	automate	0.0268528464017185	hold	0.1052631578947368
circumstance	0.0300751879699248	apple	0.0053705692803437	require	0.0257787325456498	obtain	0.075187969924812
service provider	0.0268528464017185	google	0.0053705692803437	want	0.0225563909774436	email	0.075187969924812
