9	According to article 20 of the General Data Protection Regulation ( GDPR ) you are entitled to receive your personal data you have provided to us in a structured , established and machine-readable format . 
9	You are also entitled to transfer the data to another responsible party without any hinderance from our side , provided the processing is based on any agreement based on article 6 paragraph 1 letter a , or article 9 paragraph 2 letter a , or on a contract according to article 6 paragraph 1 letter b , and the transfer is done via automated tools . 
9	Additionally , you also have the right to data portability if it should become relevant and required by applicable laws . 
9	Right to portability of the data : You have the right access your personal data and transfer them to other data controllers . 
9	Users have the right to learn if Data is being processed by the Owner , obtain disclosure regarding certain aspects of the processing and obtain a copy of the Data undergoing processing . 
9	Users have the right to receive their Data in a structured , commonly used and machine readable format and , if technically feasible , to have it transmitted to another controller without any hindrance 
9	18.6 Right to information : If you have exercised your right to correct , delete or restrict processing against us , we are obliged under Article 19 GDPR to inform all recipients of your personal data of this , unless the notification is impossible or involves disproportionate effort 
9	They also have the right to be informed of the recipients 
9	The person responsible shall have the right to be informed of such recipients . 
9	18.7 Right to data transferability : In addition , according to Article 20 GDPR , you have the right to receive personal data concerning you from us in machine-readable format and to transmit the data to another person responsible without obstruction , provided that the requirements of Article 20 Para 
9	You can export a copy of content in your Keep Account if you want to back it up or use it with a service outside of Keep by sending your request -Email- . 
9	b ) right to data portability ( i.e 
9	you have the right to receive your personal data in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller ) ; 
9	You have the right to be provided with a copy of the information we have on you in a structured , machine-readable and commonly used format . 
9	You may obtain a copy of the personal data held about you that you provide through the Site or otherwise request that LingoDeer updates , make changes or deletes personal information by sending an email to -Email- . 
9	Right to Access and/or Take Your Data : You can asus for a copy of your personal data and can ask for a copy of personal data you provided in machine readable form . 
9	Right to data portability . 
9	In accordance with article 20 of the GDPR , you have the right to receive the personal data concerning you that you have provided to the data controller in a structured , current and machine-readable format . 
9	to receive a copy of your personal data 
9	To access and receive a copy of the Personal Data we hold about you 
9	You have the right to data portability for the information you provide to MobiSystems , Inc.. 
9	You can request to obtain a copy of your Personal Data in a commonly used electronic format so that you can manage and move it 
9	Each data subject shall have the right granted by the European legislator to obtain from the controller free information about his or her personal data stored at any time and a copy of this information . 
9	Each data subject shall have the right granted by the European legislator , to receive the personal data concerning him or her , which was provided to a controller , in a structured , commonly used and machine-readable format 
9	In order to assert the right to data portability , the data subject may at any time contact any employee of the Carly Solutions GmbH Co KG . 
9	Right to take your data with you in accordance with Art 
9	you can contact us to receive your data if you want to upload it to another service ) 
9	a ) Ask for a copy of data we are processing about you and have inaccuracies corrected 
9	You may also request from us a copy of any of your personal data that has been processed through automated means 
