NOUN	NOUN_weight	PROPN	PROPN_weight	VERB	VERB_weight	KeyBert	KeyBert_weight
processing	0.5316642120765832	gdpr	0.0559646539027982	restrict	0.3932253313696612	processing	0.5979381443298969
right	0.5272459499263623	article	0.0353460972017673	request	0.1811487481590574	personal	0.5463917525773195
datum	0.353460972017673	personal	0.0220913107511045	limit	0.1443298969072164	right	0.5360824742268041
restriction	0.2665684830633284	personal information	0.0117820324005891	ask	0.1237113402061855	restrict	0.4432989690721649
information	0.251840942562592	union	0.0103092783505154	process	0.1163475699558173	datum	0.3814432989690721
circumstance	0.1237113402061855	overmobile	0.0088365243004418	use	0.0883652430044182	restriction	0.3092783505154639
use	0.1163475699558173	periscope	0.0088365243004418	obtain	0.0780559646539028	request	0.268041237113402
purpose	0.0868924889543446	itv	0.0088365243004418	want	0.0515463917525773	information	0.268041237113402
accuracy	0.0751104565537555	general data protection regulation	0.0073637702503681	require	0.0500736377025036	use	0.2268041237113402
request	0.0736377025036818	member state	0.0073637702503681	contest	0.0500736377025036	certain	0.1752577319587628
data	0.0662739322533137	mi account	0.0073637702503681	hold	0.04860088365243	limit	0.1546391752577319
interest	0.0603829160530191	discord	0.0073637702503681	control	0.0471281296023564	process	0.134020618556701
accordance	0.0515463917525773	nekki limited	0.0073637702503681	object	0.0456553755522827	circumstance	0.1237113402061855
ground	0.0515463917525773	twitter	0.0073637702503681	provide	0.0412371134020618	ask	0.1237113402061855
example	0.0515463917525773	freeview	0.0073637702503681	choose	0.0412371134020618	data	0.1134020618556701
way	0.0500736377025036	privacy policy	0.0058910162002945	need	0.0397643593519882	purpose	0.1030927835051546
condition	0.0471281296023564	user experience improvement program location access	0.0058910162002945	concern	0.0338733431516936	obtain	0.0927835051546391
setting	0.0456553755522827	art.18 gdpr	0.0058910162002945	stop	0.0338733431516936	18	0.0824742268041237
service	0.0441826215022091	direct	0.0058910162002945	collect	0.0309278350515463	accuracy	0.0824742268041237
disclosure	0.0338733431516936	personal data	0.0058910162002945	submit	0.0294550810014727	setting	0.0824742268041237
consent	0.0309278350515463	data	0.0058910162002945	send	0.0294550810014727	gdpr	0.0721649484536082
deletion	0.0309278350515463	information	0.0058910162002945	write	0.0279823269513991	article	0.0618556701030927
basis	0.0309278350515463	protection	0.0029455081001472	exercise	0.0235640648011782	legitimate	0.0618556701030927
order	0.0309278350515463	regulation	0.0029455081001472	enable	0.0206185567010309	condition	0.0515463917525773
art	0.0294550810014727	general	0.0029455081001472	verify	0.0206185567010309	accordance	0.0515463917525773
marketing purpose	0.0294550810014727	state	0.0029455081001472	apply	0.0206185567010309	following	0.0515463917525773
marketing	0.0250368188512518	member	0.0029455081001472	describe	0.0206185567010309	want	0.0515463917525773
object	0.0235640648011782	policy	0.0029455081001472	consider	0.0206185567010309	service	0.0515463917525773
controller restriction	0.0220913107511045	privacy	0.0029455081001472	adjust	0.0206185567010309	controller	0.0515463917525773
article	0.0206185567010309	account	0.0029455081001472	share	0.0206185567010309	control	0.0515463917525773
user	0.0206185567010309	mi	0.0029455081001472	dispute	0.0206185567010309	object	0.0515463917525773
limitation	0.0206185567010309	user	0.0029455081001472	include	0.0206185567010309	require	0.0515463917525773
person	0.0206185567010309	experience	0.0029455081001472	state	0.0206185567010309	contest	0.0515463917525773
law	0.0206185567010309	improvement	0.0029455081001472	demand	0.0191458026509572	marketing	0.0515463917525773
portability	0.0206185567010309	program	0.0029455081001472	prevent	0.0191458026509572	direct	0.0515463917525773
case	0.0206185567010309	location	0.0029455081001472	inform	0.0191458026509572	provide	0.0412371134020618
time	0.0206185567010309	access	0.0029455081001472	lift	0.0176730486008836	need	0.0412371134020618
message	0.0206185567010309	art.18	0.0029455081001472	opt	0.01620029455081	concern	0.0412371134020618
processing activity	0.0206185567010309	nekki	0.0029455081001472	assert	0.0132547864506627	legal	0.0412371134020618
product	0.0206185567010309	limited	0.0029455081001472	meet	0.0103092783505154	choose	0.0412371134020618
party	0.0206185567010309			suspend	0.0103092783505154	stop	0.0412371134020618
account	0.0176730486008836			establish	0.0103092783505154	hold	0.0412371134020618
device	0.01620029455081			defend	0.0103092783505154	disclosure	0.0412371134020618
collection	0.01620029455081			contact	0.0103092783505154	account	0.0412371134020618
data controller	0.0147275405007363			decline	0.0103092783505154	example	0.0412371134020618
controller	0.0147275405007363			think	0.0103092783505154	email	0.0412371134020618
protection	0.0132547864506627			offer	0.0103092783505154	protection	0.0309278350515463
browser	0.0132547864506627			find	0.0103092783505154	collection	0.0309278350515463
detail	0.0132547864506627			disclose	0.0103092783505154	art	0.0309278350515463
app	0.0132547864506627			review	0.0103092783505154	user	0.0309278350515463
type	0.0103092783505154			retain	0.0103092783505154	consent	0.0309278350515463
company	0.0103092783505154			access	0.0103092783505154	exercise	0.0309278350515463
scenario	0.0103092783505154			upload	0.0103092783505154	ground	0.0309278350515463
legislator	0.0103092783505154			serve	0.0103092783505154	deletion	0.0309278350515463
estriction	0.0103092783505154			relate	0.0103092783505154	way	0.0309278350515463
cookie	0.0103092783505154			erase	0.0103092783505154	subject	0.0309278350515463
tracking	0.0103092783505154			fulfil	0.0103092783505154	device	0.0309278350515463
identifier	0.0103092783505154			notify	0.0103092783505154	long	0.0309278350515463
rectification	0.0103092783505154			pursue	0.0103092783505154	basis	0.0309278350515463
section	0.0103092783505154			rely	0.0103092783505154	write	0.0309278350515463
function	0.0103092783505154			withdraw	0.0103092783505154	submit	0.0309278350515463
opposition	0.0103092783505154			ensure	0.0103092783505154	collect	0.0309278350515463
page	0.0103092783505154			enter	0.0103092783505154	activity	0.0309278350515463
ability	0.0103092783505154			balance	0.0103092783505154	able	0.0309278350515463
period	0.0103092783505154			lodge	0.0103092783505154	demand	0.0206185567010309
profiling	0.0103092783505154			like	0.0103092783505154	prevent	0.0206185567010309
claim	0.0103092783505154			respond	0.0103092783505154	verify	0.0206185567010309
defense	0.0103092783505154			examine	0.0103092783505154	enable	0.0206185567010309
situation	0.0103092783505154			wish	0.0103092783505154	limitation	0.0206185567010309
game	0.0103092783505154			switch	0.0103092783505154	public	0.0206185567010309
control	0.0103092783505154			look	0.0103092783505154	state	0.0206185567010309
thing	0.0103092783505154			agree	0.0103092783505154	assert	0.0206185567010309
email	0.0103092783505154			click	0.0103092783505154	important	0.0206185567010309
content	0.0103092783505154			change	0.0103092783505154	person	0.0206185567010309
people	0.0103092783505154			indicate	0.0103092783505154	inform	0.0206185567010309
tablet	0.0103092783505154			fill	0.0103092783505154	lift	0.0206185567010309
sharing	0.0103092783505154			lease	0.0103092783505154	law	0.0206185567010309
obligation	0.0103092783505154			email	0.0103092783505154	available	0.0206185567010309
contract	0.0103092783505154			entitle	0.0088365243004418	apply	0.0206185567010309
step	0.0103092783505154			accord	0.0088365243004418	contact	0.0206185567010309
