9	According to article 20 of the General Data Protection Regulation ( GDPR ) you are entitled to receive your personal data you have provided to us in a structured , established and machine-readable format . 	www.idates.com
9	You are also entitled to transfer the data to another responsible party without any hinderance from our side , provided the processing is based on any agreement based on article 6 paragraph 1 letter a , or article 9 paragraph 2 letter a , or on a contract according to article 6 paragraph 1 letter b , and the transfer is done via automated tools . 	www.idates.com
9	Additionally , you also have the right to data portability if it should become relevant and required by applicable laws . 	www.ihago.net
9	Right to take your data with you in accordance with Art 	www.infinitygames.io
9	Right to portability of the data : You have the right access your personal data and transfer them to other data controllers . 	www.iteration-mobile.com
9	Users have the right to learn if Data is being processed by the Owner , obtain disclosure regarding certain aspects of the processing and obtain a copy of the Data undergoing processing . 	www.iubenda.com
9	Users have the right to receive their Data in a structured , commonly used and machine readable format and , if technically feasible , to have it transmitted to another controller without any hindrance 	www.iubenda.com
9	18.6 Right to information : If you have exercised your right to correct , delete or restrict processing against us , we are obliged under Article 19 GDPR to inform all recipients of your personal data of this , unless the notification is impossible or involves disproportionate effort 	www.jaumo.com
9	They also have the right to be informed of the recipients 	www.jaumo.com
9	The person responsible shall have the right to be informed of such recipients . 	www.jaumo.com
9	18.7 Right to data transferability : In addition , according to Article 20 GDPR , you have the right to receive personal data concerning you from us in machine-readable format and to transmit the data to another person responsible without obstruction , provided that the requirements of Article 20 Para 	www.jaumo.com
9	You can export a copy of content in your Keep Account if you want to back it up or use it with a service outside of Keep by sending your request -Email- . 	www.keepkeep.com
9	b ) right to data portability ( i.e 	www.keepkeep.com
9	you have the right to receive your personal data in a structured , commonly used and machine-readable format and have the right to transmit those data to another controller ) ; 	www.keepkeep.com
9	You have the right to be provided with a copy of the information we have on you in a structured , machine-readable and commonly used format . 	www.kefirgames.ru
9	If you request , we will provide you a copy of your personal data in an electronic format . 	www.kingstargames.com
9	This enables you to receive a copy of the personal data we hold about you and to check that we are lawfully processing it . 	www.lingodeer.com
9	You may obtain a copy of the personal data held about you that you provide through the Site or otherwise request that LingoDeer updates , make changes or deletes personal information by sending an email to -Email- . 	www.lingodeer.com
9	Right to Access and/or Take Your Data : You can asus for a copy of your personal data and can ask for a copy of personal data you provided in machine readable form . 	www.linkedin.com
9	If you request a copy of your personal information that we hold , we will provide you with a copy without undue delay and free of charge , except where we are permitted by law to charge a fee 	www.liveme.com
9	Right to data portability . 	www.liveme.com
9	In accordance with article 20 of the GDPR , you have the right to receive the personal data concerning you that you have provided to the data controller in a structured , current and machine-readable format . 	www.lootboy.com
9	to receive a copy of your personal data 	www.merkur24.com
9	To access and receive a copy of the Personal Data we hold about you 	www.mobisystems.com
9	You have the right to data portability for the information you provide to MobiSystems , Inc.. 	www.mobisystems.com
9	You can request to obtain a copy of your Personal Data in a commonly used electronic format so that you can manage and move it 	www.mobisystems.com
9	you have the right to data portability 	www.mondly.com
