6	Right to Rectify 	www.idates.com
6	According to article 16 of the General Data Protection Regulation ( GDPR ) you are entitled to demand of us to rectify any incorrect personal data concerning you with no delay . 	www.idates.com
6	Right to Erasure 	www.idates.com
6	You have the right to demand of us to delete your personal data with no delay . 	www.idates.com
6	You have the right to request to review , correct , update or delete inaccuracies to certain information about you that we keep on file by logging into your account to update your relevant information 	www.ihago.net
6	Right to correct your data in accordance with Art 	www.infinitygames.io
6	Right to have your data deleted in accordance with Art 	www.infinitygames.io
6	you can contact us if you want us to delete certain data that we have stored about you , please load Terms & Privacy from your Game settings and follow instructions in section request Personal Data to be removed in Privacy Policy ( available to EEA-based users only ) ) 	www.infinitygames.io
6	Right to rectification : You have the right to modify and update your personal data when incorrect data are being used . 	www.iteration-mobile.com
6	Right to removal : You have the right to delete all personal data that have been gathered . 	www.iteration-mobile.com
6	Therefore , the right to access , the right to erasure , the right to rectification and the right to data portability can not be enforced after expiration of the retention period . 	www.iubenda.com
6	Users have the right to verify the accuracy of their Data and ask for it to be updated or corrected . 	www.iubenda.com
6	Have their Personal Data deleted or otherwise removed 	www.iubenda.com
6	Users have the right , under certain circumstances , to obtain the erasure of their Data from the Owner . 	www.iubenda.com
6	Request erasure of your personal data : This enables you to ask us to delete or remove personal data where there is no good reason for us continuing to process it 	www.jagex.com
6	You also have the right to ask us to delete or remove your personal data where you have successfully exercised your right to object to processing ( see below ) , where we may have processed your information unlawfully or where we are required to erase your personal data to comply with local law 	www.jagex.com
6	18.2 Right to correction : If the information we have collected from you is incorrect or incomplete , you may immediately request us to correct it in accordance with Article 16 of the GDPR . 	www.jaumo.com
6	1 GDPR applies , you can request us to delete your personal data immediately , unless there is an exception to the deletion obligation in accordance with Article 17 para 	www.jaumo.com
6	Insofar as the user changes or corrects the information provided by him and thereby deletes old entries , these data previously entered by him will be irreversibly and completely deleted 	www.jaumo.com
6	An application for correction or deletion is not necessary in this respect 	www.jaumo.com
6	Notwithstanding this , the user has the right at any time to demand the correction of inaccurate data stored about him at JAUMO 	www.jaumo.com
6	The easiest way for the user is to change his entries himself 	www.jaumo.com
6	If the user finally deletes his entire profile and thus terminates his membership with JAUMO , all data previously entered by him in his profile will be completely deleted 	www.jaumo.com
6	Excluded from the deletion are the duration of the membership , if necessary the reason for the termination of the membership as well as anonymous statistical data about the previous user behaviour 	www.jaumo.com
6	Irrespective of this , the user has the right at any time to request the deletion of all personal data collected by him which is stored about him at JAUMO 	www.jaumo.com
6	The easiest option for the user is to delete his entries himself , even in this case . 	www.jaumo.com
6	You can always change or replace your name and avatar within the App settings . 	www.kamagames.com
6	You can either exercise your rights by deleting certain features through your device or by emailing us at -Email- to exercise all the other rights . 	www.kamagames.com
6	When using our products and services , you can always manage , review and update information in your account , for instance , you can manage your personal information at any time , such as your Keep ID and photo . 	www.keepkeep.com
6	You can also remove or delete content from your account or entirely delete your whole Keep account . 	www.keepkeep.com
6	c ) right to correction if your personal data is not complete or accurate ; 	www.keepkeep.com
6	Where applicable , we will delete your personal data upon your request . 	www.keepkeep.com
6	update or to delete the information we have on you 	www.kefirgames.ru
6	Whenever made possible , you can access , update or request deletion of your Personal Data 	www.kefirgames.ru
6	You have the right to have your information rectified if that information is inaccurate or incomplete . 	www.kefirgames.ru
6	You also have the right to correct your data , have your data deleted , object how we use or share your data , and restrict how we use or share your data 	www.kingstargames.com
6	You have the right to delete your personal data by sending an email requesting so to -Email- 	www.lingodeer.com
6	Request correction of the personal data that we hold about you . 	www.lingodeer.com
6	You can edit your personal data at any time within the Apps profile page 	www.lingodeer.com
6	This notwithstanding , the user has the right at all times to demand the correction of any inaccurate data concerning him/her stored with LingoDeer 	www.lingodeer.com
6	This enables you to ask us to delete or remove personal data where there is no good reason for us continuing to process it 	www.lingodeer.com
6	You may correct , update and delete your registration account 	www.linkdesks.com
6	You can access or delete your personal data 	www.linkedin.com
6	Delete Data : You can ask us to erase or delete all or some of your personal data ( e.g. , if it is no longer necessary to provide Services to you ) . 	www.linkedin.com
6	Change or Correct Data : You can edit some of your personal data through your account . 	www.linkedin.com
6	Where we rely on your consent to process personal data , you have the right to withdraw or decline your consent at any time and where we rely on legitimate interests , you have the right to object 	www.linkedin.com
6	You may update your account at any time by logging in and changing your profile settings 	www.liveme.com
6	Right to erasure ( the Right to be Forgotten ) 	www.liveme.com
6	If you do not want LivU to store this information , you may opt-out through your account settings in the LivU application at any time 	www.livu.me
6	You control your Profile and you can access and modify your Profile from the LivU application at any time . 	www.livu.me
6	You can remove your data anytime you want 	www.livu.me
6	If you ask us to delete your account , we will use commercially reasonable efforts to remove your data from our servers . 	www.livu.me
6	In accordance with Article 16 of the GDPR , you have the right to correct and/or complete your data vis -- vis the responsible party if the personal data processed concerning you is incorrect or incomplete 	www.lootboy.com
6	You may access , modify or delete ( subject to applicable law ) the personal information associated with your use of our services at any time by updating your My Account information by navigating to my.malwarebytes.com , signing into your account and updated your personal information 	www.malwarebytes.com
6	If you want us to delete your personal information , your forum account , or your support account , please contact us at -Email- with your request 	www.malwarebytes.com
6	How you can access and update such information . 	www.meetsmiles.com
6	You can review and revise your profile information at any time 	www.meetsmiles.com
6	You should only delete your account if you are certain you never want to restore it . 	www.meetsmiles.com
6	You can change your display name and avatar at any time 	www.merkur24.com
6	You can easily delete your data in the settings for your account 	www.merkur24.com
6	erase your personal data 	www.merkur24.com
6	You also have the right to instruct us to correct any personal data that is inaccurate . 	www.merkur24.com
6	Lastly , you have the right to ask us to erase your personal data , if there are no legal reasons for us to retain it ( such as freedom of expression , legal requirements , public interest or if required as evidence in legal disputes ) and one of the following reasons applies : 	www.merkur24.com
6	If you would like to seek access to Personal Information that Metro may have about you or update that information then please contact the Metro department that collected your information in the first instance or write to Metros Privacy Officer via the details set out below 	www.metrotrains.com.au
6	Whenever made possible , you can update your Personal Data directly within your account settings section . 	www.mobisystems.com
6	If you are unable to change your Personal Data , please contact us to make the required changes 	www.mobisystems.com
6	If you wish to be informed what Personal Data we hold about you and if you want it to be removed from our systems , please contact us 	www.mobisystems.com
6	To rectify any Personal Data held about you that is inaccurate 	www.mobisystems.com
6	To request the deletion of Personal Data held about you 	www.mobisystems.com
6	Unless we have another legal basis for storing your personal data , if you are located in the European Economic Area , the United Kingdom , or Switzerland , we will delete or de-identify the personal data we have stored about you within 30 days of when you withdraw your consent . 	www.mopub.com
6	modify personal data you have provided to us in association with your Publisher Partner or Advertising Demand Partner account . 	www.mopub.com
6	Registered persons are free to change the personal data specified during the registration at any time , or to have them completely deleted from the data stock of the controller 	www.mycarly.com
6	In addition , the data controller shall correct or erase personal data at the request or indication of the data subject , insofar as there are no statutory storage obligations 	www.mycarly.com
6	the existence of the right to request from the controller rectification or erasure of personal data , or restriction of processing of personal data concerning the data subject , or to object to such processing ; 	www.mycarly.com
6	c ) Right to rectification 	www.mycarly.com
6	If a data subject wishes to exercise this right to rectification , he or she may , at any time , contact any employee of the controller . 	www.mycarly.com
6	d ) Right to erasure ( Right to be forgotten ) 	www.mycarly.com
6	Each data subject shall have the right granted by the European legislator to obtain from the controller the erasure of personal data concerning him or her without undue delay , and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies , as long as the processing is not necessary 	www.mycarly.com
6	You can edit or delete your data at any time 	www.mydates.com
6	Right to Rectify 	www.mydates.com
6	According to article 16 of the General Data Protection Regulation ( GDPR ) you are entitled to demand of us to rectify any incorrect personal data concerning you with no delay 	www.mydates.com
6	Right to Erasure 	www.mydates.com
6	You have the right to demand of us to delete your personal data with no delay 	www.mydates.com
6	Right to Erasure - You have the right to request us to destroy personal information without undue delay 	www.nightzeromobile.com
6	Accessing , correcting , and deleting your information 	www.nutspower.com
6	If your personal information has changed , or if you do not need our services , you can update , correct , delete inaccurate information , or delete your personal information in your account settings or by contacting us 	www.nutspower.com
6	You also have the right to correct your data , have your data deleted , object how we use or share your data , and restrict how we use or share your data . 	www.ohbibi.com
6	You can delete or modify the submitted data using your profile page 	www.opera.com
6	You can disconnect your devices from My Flow , and delete your data through the applications Settings menu 	www.opera.com
6	delete any of your personal data that we might possess 	www.opera.com
6	Right to rectify your personal information : you can request that we update , block or delete your personal data , if the data is incomplete , outdated , incorrect , unlawfully received or no longer relevant for the purpose of processing 	www.panzerdog.com
6	Right to request that your personal information is erased . 	www.panzerdog.com
6	You also have a right to independently remove personal information on your account and make changes and corrections to your information , provided that such changes and corrections contain up-to-date and true information 	www.panzerdog.com
6	Right to correct your data in accordance with Art 	www.playgendary.com
6	you can contact us if your email address has been changed and we should replace your old email address ) 	www.playgendary.com
6	Right to have your data deleted in accordance with Art 	www.playgendary.com
6	you can contact us if you want us to delete certain data that we have stored about you , please load Terms & Privacy from your Game settings and follow instructions in section request Personal Data to be removed in Privacy Policy ( available to EEA-based users only ) ) 	www.playgendary.com
6	You may update or correct your account information at any time by logging in to your account 	www.quora.com
6	You may edit or delete the answers that you post at any time 	www.quora.com
