4	If you have any questions related to data protection , or if you wish to exercise your rights , please contact EMAIL or the address stated above , adding the keyword Data Protection . 	www.idates.com
4	If you would like to exercise any of the rights you are entitled to , please contact us as the responsible party via the contact data given above , or use any of the other ways of contact provided to notify us . 	www.idates.com
4	If you have any questions about this Privacy Policy or your rights under applicable data protection law , you can contact our customer service at : 8 TEMASEK BOULEVARD # 08-05 SUNTEC TOWER THREE SINGAPORE ( 038988 ) . 	www.ihago.net
4	For additional questions , contact us at support @ infinitygames.io . 	www.infinitygames.io
4	The most current version of the Privacy Policy will govern our use of your information and will be available at -URL- For previous versions of this Privacy Policy , please contact us via support @ infinitygames.io 	www.infinitygames.io
4	If you have questions or concerns about this Privacy Policy , please contact us through one of the following ways : 	www.infinitygames.io
4	for privacy questions and exercising your rights via our privacy email : support @ infinitygames.io ; 	www.infinitygames.io
4	For more information on which authority to contact , please email us here support @ infinitygames.io . 	www.infinitygames.io
4	for general information , please feel free to contact us via our contact service page : -URL- # contact 	www.infinitygames.io
4	You may submit any of the requests described above by contacting us : support @ iteration-mobile.com 	www.iteration-mobile.com
4	If you have any question regarding the terms of use or the privacy policy , you may contact us by : support @ iteration-mobile.com 	www.iteration-mobile.com
4	Owner contact email : -Email- 	www.iubenda.com
4	Owner contact email : -Email- 	www.iubenda.com
4	We have appointed an external data protection officer ( DPO ) who is responsible for overseeing questions in relation to this privacy policy 	www.jagex.com
4	If you have any questions about this privacy policy , including any requests to exercise your legal rights , please contact the external DPO using the details set out below . 	www.jagex.com
4	Full name of legal entity : Jagex Limited 	www.jagex.com
4	E-MAIL : -Email- 	www.jaumo.com
4	E-MAIL : privacy @ jaumo.com 	www.jaumo.com
4	You may contact the DPO directly by emailing -Email- 	www.kamagames.com
4	In the alternative , you may email Us with regards to queries of any nature ( in particular , to exercise Your Rights ) at -Email- 	www.kamagames.com
4	Please note , all requests should be emailed to Us at -Email- or sent to us by post 	www.kamagames.com
4	Parents or guardians that believe that We hold information about their children aged 13 and under may contact Us at -Email- 	www.kamagames.com
4	Feel free to contact us at any time should you have any questions in relation to this privacy policy , either via email or by post . 	www.kamagames.com
4	Support Team : -Email- 	www.kamagames.com
4	If you have any question about this policy , please send email to : support @ gotokeep.com . 	www.keepkeep.com
4	If any content you can not remove or delete by yourself , please kindly reach us -Email- 	www.keepkeep.com
4	If you have any questions about this Privacy Policy , please contact us by email : -Email- 	www.kefirgames.ru
4	If you have any questions or suggestions regarding our Privacy Policy , you can contact Lingodeer at the same email address . 	www.lingodeer.com
4	If you have a comment or question about this privacy policy , please contact -Email- . 	www.linkdesks.com
4	You may also contact us using the contact information below , and we will consider your request in accordance with applicable laws . 	www.linkedin.com
4	If you have any questions about the lawful bases upon which we collect and use your personal data , please contact our Data Protection Officer her 	www.linkedin.com
4	Residents in the Designated Countriemay also have the right to contact our Data Protection Officer here . 	www.linkedin.com
4	If you have any questions about this Policy , please contact us at -Email- , with a copy to : -Email- . 	www.liveme.com
4	If you have any questions about reviewing or modifying your account information , please contact us directly at -Email- . 	www.liveme.com
4	If you are a parent or guardian of a child , and you believe your child has provided us with their Personal Information on our Services , please contact us immediately at -Email- 	www.liveme.com
4	If you think there has been unauthorized access to or use of your account , please contact us immediately at -Email- 	www.liveme.com
4	Please contact us at -Email- if you would like to exercise your rights under applicable law . 	www.liveme.com
4	If you believe we have infringed or violated your privacy rights , please contact us at -Email- so that we can work to resolve your concerns 	www.liveme.com
4	You may reach our Data Protection Officer at -Email- . 	www.liveme.com
4	If you have any questions about this Privacy Policy or the Services , please contact us at -Email- , with a copy to : -Email- . 	www.liveme.com
4	You can also contact us at service @ livu.me to choose exit . 	www.livu.me
4	If you have any questions about this privacy policy , Please contact us at service @ livu.me . 	www.livu.me
