4	If you have any questions related to data protection , or if you wish to exercise your rights , please contact EMAIL or the address stated above , adding the keyword Data Protection . 	www.idates.com
7	You can edit or delete your data at any time 	www.idates.com
8	You can disable the sharing of you position at any time by adapting your browser settings accordingly . 	www.idates.com
8	You can object to this use at any time , which will result in you being deleted from our email list . 	www.idates.com
6	Right to Rectify 	www.idates.com
6	According to article 16 of the General Data Protection Regulation ( GDPR ) you are entitled to demand of us to rectify any incorrect personal data concerning you with no delay . 	www.idates.com
6	Right to Erasure 	www.idates.com
6	You have the right to demand of us to delete your personal data with no delay . 	www.idates.com
7	Right to Restrict the Processing 	www.idates.com
7	According to article 18 of the General Data Protection Regulation ( GDPR ) you are entitled to demand of us to limit the processing of your personal data , provided certain pre-conditions are met . 	www.idates.com
9	According to article 20 of the General Data Protection Regulation ( GDPR ) you are entitled to receive your personal data you have provided to us in a structured , established and machine-readable format . 	www.idates.com
9	You are also entitled to transfer the data to another responsible party without any hinderance from our side , provided the processing is based on any agreement based on article 6 paragraph 1 letter a , or article 9 paragraph 2 letter a , or on a contract according to article 6 paragraph 1 letter b , and the transfer is done via automated tools . 	www.idates.com
8	Right to Object 	www.idates.com
8	According to article 21 of the General Data Protection Regulation ( GDPR ) you are entitled to object against your personal datas processing based on article 6 paragraph e or f of the General Data Protection Regulation ( GDPR ) . 	www.idates.com
8	If we are processing your personal data for direct advertisement , you have the right to object to the processing of your personal data for the use of such advertisement at any time 	www.idates.com
4	If you would like to exercise any of the rights you are entitled to , please contact us as the responsible party via the contact data given above , or use any of the other ways of contact provided to notify us . 	www.idates.com
10	According to article 77 of the General Data Protection Regulation ( GDPR ) you are entitled to the right of appeal to the supervisory authority without prejudice to any wider administrative or judicial remedy . 	www.idates.com
6	You have the right to request to review , correct , update or delete inaccuracies to certain information about you that we keep on file by logging into your account to update your relevant information 	www.ihago.net
9	Additionally , you also have the right to data portability if it should become relevant and required by applicable laws . 	www.ihago.net
8	You have a right to ask us to stop using or limit our use of your personal information in certain circumstances 	www.ihago.net
10	In addition to those rights , you have the right to lodge a complaint with relevant supervisory authorities . 	www.ihago.net
